shop_id,month,gmv_index,is_distressed
SHOP000010,1,47.6,1
SHOP000010,2,51.1,1
SHOP000010,3,50.0,1
SHOP000010,4,38.8,1
SHOP000010,5,38.9,1
SHOP000010,6,30.7,1
SHOP000010,7,29.4,1
SHOP000010,8,25.9,1
SHOP000010,9,20.5,1
SHOP000010,10,20.3,1
SHOP000010,11,20.0,1
SHOP000010,12,15.3,1
SHOP000011,1,55.1,0
SHOP000011,2,64.4,0
SHOP000011,3,59.7,0
SHOP000011,4,77.2,0
SHOP000011,5,72.1,0
SHOP000011,6,73.7,0
SHOP000011,7,78.5,0
SHOP000011,8,89.1,0
SHOP000011,9,93.5,0
SHOP000011,10,97.8,0
SHOP000011,11,101.7,0
SHOP000011,12,101.1,0
SHOP000012,1,51.2,0
SHOP000012,2,56.7,0
SHOP000012,3,49.9,0
SHOP000012,4,63.5,0
SHOP000012,5,61.0,0
SHOP000012,6,54.5,0
SHOP000012,7,61.0,0
SHOP000012,8,61.3,0
SHOP000012,9,60.0,0
SHOP000012,10,63.0,0
SHOP000012,11,61.3,0
SHOP000012,12,62.8,0
SHOP000013,1,63.5,0
SHOP000013,2,67.2,0
SHOP000013,3,72.7,0
SHOP000013,4,75.8,0
SHOP000013,5,73.5,0
SHOP000013,6,78.4,0
SHOP000013,7,88.7,0
SHOP000013,8,92.7,0
SHOP000013,9,93.3,0
SHOP000013,10,94.4,0
SHOP000013,11,101.3,0
SHOP000013,12,104.5,0
SHOP000014,1,41.7,0
SHOP000014,2,47.7,0
SHOP000014,3,52.5,0
SHOP000014,4,60.8,0
SHOP000014,5,52.6,0
SHOP000014,6,61.1,0
SHOP000014,7,67.5,0
SHOP000014,8,70.7,0
SHOP000014,9,74.5,0
SHOP000014,10,72.3,0
SHOP000014,11,78.1,0
SHOP000014,12,80.4,0
SHOP000015,1,62.8,1
SHOP000015,2,60.6,1
SHOP000015,3,53.3,1
SHOP000015,4,56.1,1
SHOP000015,5,48.5,1
SHOP000015,6,49.6,1
SHOP000015,7,44.1,1
SHOP000015,8,47.2,1
SHOP000015,9,41.0,1
SHOP000015,10,43.9,1
SHOP000015,11,28.7,1
SHOP000015,12,36.7,1
SHOP000016,1,72.0,0
SHOP000016,2,64.6,0
SHOP000016,3,73.0,0
SHOP000016,4,79.6,0
SHOP000016,5,81.2,0
SHOP000016,6,81.7,0
SHOP000016,7,88.3,0
SHOP000016,8,88.6,0
SHOP000016,9,92.3,0
SHOP000016,10,94.8,0
SHOP000016,11,103.5,0
SHOP000016,12,104.7,0
SHOP000017,1,74.7,0
SHOP000017,2,85.6,0
SHOP000017,3,84.0,0
SHOP000017,4,90.5,0
SHOP000017,5,95.8,0
SHOP000017,6,96.1,0
SHOP000017,7,101.9,0
SHOP000017,8,105.5,0
SHOP000017,9,112.0,0
SHOP000017,10,115.4,0
SHOP000017,11,119.3,0
SHOP000017,12,128.8,0
SHOP000018,1,66.3,0
SHOP000018,2,72.2,0
SHOP000018,3,74.4,0
SHOP000018,4,70.7,0
SHOP000018,5,79.1,0
SHOP000018,6,83.5,0
SHOP000018,7,87.7,0
SHOP000018,8,88.0,0
SHOP000018,9,92.3,0
SHOP000018,10,93.0,0
SHOP000018,11,98.2,0
SHOP000018,12,99.4,0
SHOP000019,1,65.1,0
SHOP000019,2,71.4,0
SHOP000019,3,73.6,0
SHOP000019,4,73.9,0
SHOP000019,5,79.7,0
SHOP000019,6,79.4,0
SHOP000019,7,85.5,0
SHOP000019,8,86.6,0
SHOP000019,9,90.0,0
SHOP000019,10,90.9,0
SHOP000019,11,92.7,0
SHOP000019,12,98.1,0
SHOP000020,1,39.8,1
SHOP000020,2,46.2,1
SHOP000020,3,40.8,1
SHOP000020,4,37.3,1
SHOP000020,5,34.5,1
SHOP000020,6,36.7,1
SHOP000020,7,35.3,1
SHOP000020,8,34.0,1
SHOP000020,9,34.0,1
SHOP000020,10,30.6,1
SHOP000020,11,32.5,1
SHOP000020,12,25.5,1
SHOP000021,1,54.9,0
SHOP000021,2,61.1,0
SHOP000021,3,69.4,0
SHOP000021,4,69.0,0
SHOP000021,5,71.1,0
SHOP000021,6,79.7,0
SHOP000021,7,76.7,0
SHOP000021,8,82.9,0
SHOP000021,9,90.9,0
SHOP000021,10,89.3,0
SHOP000021,11,96.2,0
SHOP000021,12,99.0,0
SHOP000022,1,67.7,0
SHOP000022,2,70.1,0
SHOP000022,3,74.0,0
SHOP000022,4,76.3,0
SHOP000022,5,77.7,0
SHOP000022,6,82.5,0
SHOP000022,7,82.0,0
SHOP000022,8,77.9,0
SHOP000022,9,79.2,0
SHOP000022,10,83.7,0
SHOP000022,11,85.5,0
SHOP000022,12,87.6,0
SHOP000023,1,69.3,0
SHOP000023,2,72.0,0
SHOP000023,3,71.2,0
SHOP000023,4,72.1,0
SHOP000023,5,80.1,0
SHOP000023,6,76.3,0
SHOP000023,7,82.8,0
SHOP000023,8,84.8,0
SHOP000023,9,90.4,0
SHOP000023,10,90.2,0
SHOP000023,11,91.7,0
SHOP000023,12,97.4,0
SHOP000024,1,56.1,0
SHOP000024,2,59.6,0
SHOP000024,3,58.8,0
SHOP000024,4,67.0,0
SHOP000024,5,67.7,0
SHOP000024,6,76.1,0
SHOP000024,7,85.4,0
SHOP000024,8,81.4,0
SHOP000024,9,88.6,0
SHOP000024,10,92.6,0
SHOP000024,11,89.9,0
SHOP000024,12,99.2,0
SHOP000025,1,51.9,1
SHOP000025,2,44.7,1
SHOP000025,3,41.8,1
SHOP000025,4,42.6,1
SHOP000025,5,41.1,1
SHOP000025,6,34.4,1
SHOP000025,7,33.2,1
SHOP000025,8,23.9,1
SHOP000025,9,24.8,1
SHOP000025,10,23.4,1
SHOP000025,11,16.5,1
SHOP000025,12,17.9,1
SHOP000026,1,64.3,0
SHOP000026,2,68.0,0
SHOP000026,3,64.1,0
SHOP000026,4,69.2,0
SHOP000026,5,76.3,0
SHOP000026,6,77.3,0
SHOP000026,7,87.6,0
SHOP000026,8,88.5,0
SHOP000026,9,86.2,0
SHOP000026,10,89.8,0
SHOP000026,11,91.8,0
SHOP000026,12,100.2,0
SHOP000027,1,48.9,0
SHOP000027,2,57.9,0
SHOP000027,3,55.5,0
SHOP000027,4,57.5,0
SHOP000027,5,57.1,0
SHOP000027,6,66.5,0
SHOP000027,7,68.5,0
SHOP000027,8,72.5,0
SHOP000027,9,77.2,0
SHOP000027,10,76.0,0
SHOP000027,11,76.9,0
SHOP000027,12,75.6,0
SHOP000028,1,60.2,0
SHOP000028,2,57.1,0
SHOP000028,3,70.2,0
SHOP000028,4,71.9,0
SHOP000028,5,72.5,0
SHOP000028,6,76.3,0
SHOP000028,7,75.0,0
SHOP000028,8,85.3,0
SHOP000028,9,86.8,0
SHOP000028,10,88.0,0
SHOP000028,11,100.9,0
SHOP000028,12,103.1,0
SHOP000029,1,60.2,0
SHOP000029,2,67.1,0
SHOP000029,3,71.7,0
SHOP000029,4,73.2,0
SHOP000029,5,76.6,0
SHOP000029,6,80.4,0
SHOP000029,7,79.6,0
SHOP000029,8,88.7,0
SHOP000029,9,92.4,0
SHOP000029,10,91.3,0
SHOP000029,11,93.7,0
SHOP000029,12,105.3,0
SHOP000030,1,58.9,1
SHOP000030,2,51.2,1
SHOP000030,3,46.6,1
SHOP000030,4,42.4,1
SHOP000030,5,39.7,1
SHOP000030,6,34.2,1
SHOP000030,7,25.8,1
SHOP000030,8,21.5,1
SHOP000030,9,13.7,1
SHOP000030,10,14.7,1
SHOP000030,11,10.8,1
SHOP000030,12,7.7,1
SHOP000031,1,64.9,0
SHOP000031,2,75.9,0
SHOP000031,3,70.0,0
SHOP000031,4,72.0,0
SHOP000031,5,78.0,0
SHOP000031,6,83.2,0
SHOP000031,7,90.0,0
SHOP000031,8,87.8,0
SHOP000031,9,87.7,0
SHOP000031,10,98.0,0
SHOP000031,11,97.8,0
SHOP000031,12,99.2,0
SHOP000032,1,45.7,0
SHOP000032,2,58.8,0
SHOP000032,3,57.2,0
SHOP000032,4,61.2,0
SHOP000032,5,67.5,0
SHOP000032,6,65.4,0
SHOP000032,7,71.2,0
SHOP000032,8,74.1,0
SHOP000032,9,79.1,0
SHOP000032,10,88.3,0
SHOP000032,11,81.0,0
SHOP000032,12,87.5,0
SHOP000033,1,79.0,0
SHOP000033,2,76.7,0
SHOP000033,3,81.9,0
SHOP000033,4,82.8,0
SHOP000033,5,84.3,0
SHOP000033,6,83.0,0
SHOP000033,7,87.5,0
SHOP000033,8,92.3,0
SHOP000033,9,91.4,0
SHOP000033,10,91.6,0
SHOP000033,11,94.2,0
SHOP000033,12,103.7,0
SHOP000034,1,70.2,0
SHOP000034,2,76.4,0
SHOP000034,3,76.1,0
SHOP000034,4,77.9,0
SHOP000034,5,82.0,0
SHOP000034,6,79.3,0
SHOP000034,7,83.1,0
SHOP000034,8,89.9,0
SHOP000034,9,90.7,0
SHOP000034,10,94.0,0
SHOP000034,11,95.3,0
SHOP000034,12,93.7,0
SHOP000035,1,58.6,1
SHOP000035,2,58.0,1
SHOP000035,3,51.7,1
SHOP000035,4,52.4,1
SHOP000035,5,50.5,1
SHOP000035,6,49.1,1
SHOP000035,7,47.4,1
SHOP000035,8,49.8,1
SHOP000035,9,48.3,1
SHOP000035,10,47.9,1
SHOP000035,11,49.5,1
SHOP000035,12,43.3,1
SHOP000036,1,57.3,0
SHOP000036,2,62.3,0
SHOP000036,3,70.3,0
SHOP000036,4,71.0,0
SHOP000036,5,75.5,0
SHOP000036,6,74.8,0
SHOP000036,7,83.3,0
SHOP000036,8,84.9,0
SHOP000036,9,89.8,0
SHOP000036,10,93.2,0
SHOP000036,11,91.1,0
SHOP000036,12,102.6,0
SHOP000037,1,46.4,0
SHOP000037,2,53.8,0
SHOP000037,3,53.9,0
SHOP000037,4,59.4,0
SHOP000037,5,60.0,0
SHOP000037,6,62.2,0
SHOP000037,7,62.8,0
SHOP000037,8,66.7,0
SHOP000037,9,71.1,0
SHOP000037,10,74.7,0
SHOP000037,11,74.9,0
SHOP000037,12,83.9,0
SHOP000038,1,64.0,0
SHOP000038,2,56.6,0
SHOP000038,3,64.9,0
SHOP000038,4,64.2,0
SHOP000038,5,72.6,0
SHOP000038,6,72.5,0
SHOP000038,7,68.6,0
SHOP000038,8,77.2,0
SHOP000038,9,70.2,0
SHOP000038,10,80.9,0
SHOP000038,11,80.3,0
SHOP000038,12,79.8,0
SHOP000039,1,67.5,0
SHOP000039,2,71.7,0
SHOP000039,3,76.0,0
SHOP000039,4,77.7,0
SHOP000039,5,84.5,0
SHOP000039,6,81.2,0
SHOP000039,7,80.6,0
SHOP000039,8,96.1,0
SHOP000039,9,99.9,0
SHOP000039,10,100.7,0
SHOP000039,11,103.4,0
SHOP000039,12,114.6,0
SHOP000040,1,44.8,1
SHOP000040,2,46.9,1
SHOP000040,3,34.7,1
SHOP000040,4,37.5,1
SHOP000040,5,32.8,1
SHOP000040,6,31.3,1
SHOP000040,7,30.5,1
SHOP000040,8,23.8,1
SHOP000040,9,21.3,1
SHOP000040,10,13.3,1
SHOP000040,11,14.0,1
SHOP000040,12,9.3,1
SHOP000041,1,58.5,0
SHOP000041,2,63.2,0
SHOP000041,3,63.0,0
SHOP000041,4,65.3,0
SHOP000041,5,63.9,0
SHOP000041,6,74.4,0
SHOP000041,7,77.6,0
SHOP000041,8,80.4,0
SHOP000041,9,81.8,0
SHOP000041,10,89.6,0
SHOP000041,11,87.2,0
SHOP000041,12,97.7,0
SHOP000042,1,53.8,0
SHOP000042,2,57.1,0
SHOP000042,3,60.8,0
SHOP000042,4,67.7,0
SHOP000042,5,64.8,0
SHOP000042,6,68.9,0
SHOP000042,7,71.9,0
SHOP000042,8,72.8,0
SHOP000042,9,79.6,0
SHOP000042,10,75.2,0
SHOP000042,11,76.7,0
SHOP000042,12,77.3,0
SHOP000043,1,55.6,0
SHOP000043,2,52.7,0
SHOP000043,3,57.8,0
SHOP000043,4,58.0,0
SHOP000043,5,54.4,0
SHOP000043,6,65.4,0
SHOP000043,7,57.9,0
SHOP000043,8,58.7,0
SHOP000043,9,61.1,0
SHOP000043,10,64.9,0
SHOP000043,11,61.3,0
SHOP000043,12,68.0,0
SHOP000044,1,55.8,0
SHOP000044,2,62.2,0
SHOP000044,3,64.1,0
SHOP000044,4,61.9,0
SHOP000044,5,71.9,0
SHOP000044,6,71.1,0
SHOP000044,7,76.0,0
SHOP000044,8,77.3,0
SHOP000044,9,81.9,0
SHOP000044,10,84.5,0
SHOP000044,11,87.8,0
SHOP000044,12,90.6,0
SHOP000045,1,49.0,1
SHOP000045,2,47.6,1
SHOP000045,3,48.4,1
SHOP000045,4,41.2,1
SHOP000045,5,42.5,1
SHOP000045,6,37.9,1
SHOP000045,7,35.4,1
SHOP000045,8,40.2,1
SHOP000045,9,32.1,1
SHOP000045,10,40.5,1
SHOP000045,11,38.6,1
SHOP000045,12,23.3,1
SHOP000046,1,66.0,0
SHOP000046,2,67.2,0
SHOP000046,3,61.3,0
SHOP000046,4,71.6,0
SHOP000046,5,77.5,0
SHOP000046,6,76.6,0
SHOP000046,7,83.9,0
SHOP000046,8,78.4,0
SHOP000046,9,88.6,0
SHOP000046,10,85.2,0
SHOP000046,11,83.6,0
SHOP000046,12,91.5,0
SHOP000047,1,72.6,0
SHOP000047,2,75.7,0
SHOP000047,3,72.2,0
SHOP000047,4,88.2,0
SHOP000047,5,91.2,0
SHOP000047,6,93.4,0
SHOP000047,7,93.5,0
SHOP000047,8,95.9,0
SHOP000047,9,98.1,0
SHOP000047,10,107.1,0
SHOP000047,11,108.2,0
SHOP000047,12,105.7,0
SHOP000048,1,53.2,0
SHOP000048,2,60.5,0
SHOP000048,3,68.0,0
SHOP000048,4,71.5,0
SHOP000048,5,71.2,0
SHOP000048,6,70.0,0
SHOP000048,7,79.2,0
SHOP000048,8,76.1,0
SHOP000048,9,81.9,0
SHOP000048,10,84.8,0
SHOP000048,11,89.7,0
SHOP000048,12,95.0,0
SHOP000049,1,62.3,0
SHOP000049,2,72.7,0
SHOP000049,3,76.7,0
SHOP000049,4,80.4,0
SHOP000049,5,79.3,0
SHOP000049,6,84.4,0
SHOP000049,7,87.1,0
SHOP000049,8,94.6,0
SHOP000049,9,89.9,0
SHOP000049,10,97.6,0
SHOP000049,11,106.6,0
SHOP000049,12,104.6,0
SHOP000050,1,58.5,1
SHOP000050,2,59.8,1
SHOP000050,3,66.4,1
SHOP000050,4,53.7,1
SHOP000050,5,55.2,1
SHOP000050,6,55.6,1
SHOP000050,7,54.3,1
SHOP000050,8,56.7,1
SHOP000050,9,47.0,1
SHOP000050,10,48.6,1
SHOP000050,11,48.7,1
SHOP000050,12,43.7,1
SHOP000051,1,46.8,0
SHOP000051,2,53.1,0
SHOP000051,3,59.2,0
SHOP000051,4,57.1,0
SHOP000051,5,63.4,0
SHOP000051,6,58.0,0
SHOP000051,7,61.2,0
SHOP000051,8,73.3,0
SHOP000051,9,71.8,0
SHOP000051,10,76.3,0
SHOP000051,11,73.3,0
SHOP000051,12,77.6,0
SHOP000052,1,69.4,0
SHOP000052,2,70.7,0
SHOP000052,3,77.2,0
SHOP000052,4,75.2,0
SHOP000052,5,73.1,0
SHOP000052,6,80.3,0
SHOP000052,7,87.9,0
SHOP000052,8,90.2,0
SHOP000052,9,91.8,0
SHOP000052,10,99.3,0
SHOP000052,11,97.0,0
SHOP000052,12,98.5,0
SHOP000053,1,65.0,0
SHOP000053,2,62.4,0
SHOP000053,3,64.8,0
SHOP000053,4,69.8,0
SHOP000053,5,80.9,0
SHOP000053,6,78.2,0
SHOP000053,7,78.4,0
SHOP000053,8,80.5,0
SHOP000053,9,84.9,0
SHOP000053,10,87.1,0
SHOP000053,11,91.4,0
SHOP000053,12,97.8,0
SHOP000054,1,52.4,0
SHOP000054,2,64.7,0
SHOP000054,3,67.7,0
SHOP000054,4,77.3,0
SHOP000054,5,77.6,0
SHOP000054,6,85.0,0
SHOP000054,7,93.4,0
SHOP000054,8,95.0,0
SHOP000054,9,114.5,0
SHOP000054,10,114.4,0
SHOP000054,11,119.2,0
SHOP000054,12,123.8,0
SHOP000055,1,57.1,1
SHOP000055,2,52.9,1
SHOP000055,3,47.7,1
SHOP000055,4,47.5,1
SHOP000055,5,49.7,1
SHOP000055,6,43.6,1
SHOP000055,7,44.8,1
SHOP000055,8,40.2,1
SHOP000055,9,41.2,1
SHOP000055,10,32.3,1
SHOP000055,11,29.4,1
SHOP000055,12,24.9,1
SHOP000056,1,69.7,0
SHOP000056,2,65.3,0
SHOP000056,3,71.9,0
SHOP000056,4,80.4,0
SHOP000056,5,80.4,0
SHOP000056,6,85.7,0
SHOP000056,7,82.8,0
SHOP000056,8,86.5,0
SHOP000056,9,84.9,0
SHOP000056,10,92.7,0
SHOP000056,11,98.0,0
SHOP000056,12,97.6,0
SHOP000057,1,55.6,0
SHOP000057,2,60.4,0
SHOP000057,3,65.0,0
SHOP000057,4,63.8,0
SHOP000057,5,69.3,0
SHOP000057,6,72.9,0
SHOP000057,7,70.2,0
SHOP000057,8,70.4,0
SHOP000057,9,69.4,0
SHOP000057,10,79.1,0
SHOP000057,11,78.4,0
SHOP000057,12,83.1,0
SHOP000058,1,53.7,0
SHOP000058,2,54.4,0
SHOP000058,3,61.6,0
SHOP000058,4,59.1,0
SHOP000058,5,62.5,0
SHOP000058,6,66.1,0
SHOP000058,7,71.6,0
SHOP000058,8,70.0,0
SHOP000058,9,79.7,0
SHOP000058,10,73.8,0
SHOP000058,11,81.6,0
SHOP000058,12,86.1,0
SHOP000059,1,49.0,0
SHOP000059,2,50.8,0
SHOP000059,3,53.4,0
SHOP000059,4,56.9,0
SHOP000059,5,60.7,0
SHOP000059,6,67.2,0
SHOP000059,7,67.1,0
SHOP000059,8,70.0,0
SHOP000059,9,77.6,0
SHOP000059,10,80.4,0
SHOP000059,11,85.3,0
SHOP000059,12,82.3,0
SHOP000060,1,58.4,1
SHOP000060,2,60.7,1
SHOP000060,3,56.6,1
SHOP000060,4,49.6,1
SHOP000060,5,49.4,1
SHOP000060,6,49.2,1
SHOP000060,7,39.2,1
SHOP000060,8,43.4,1
SHOP000060,9,38.4,1
SHOP000060,10,37.8,1
SHOP000060,11,26.8,1
SHOP000060,12,35.5,1
SHOP000061,1,52.0,0
SHOP000061,2,57.0,0
SHOP000061,3,57.5,0
SHOP000061,4,65.2,0
SHOP000061,5,62.5,0
SHOP000061,6,70.7,0
SHOP000061,7,67.8,0
SHOP000061,8,71.0,0
SHOP000061,9,68.9,0
SHOP000061,10,73.8,0
SHOP000061,11,79.8,0
SHOP000061,12,77.1,0
SHOP000062,1,70.9,0
SHOP000062,2,75.1,0
SHOP000062,3,83.8,0
SHOP000062,4,84.5,0
SHOP000062,5,79.9,0
SHOP000062,6,87.7,0
SHOP000062,7,95.2,0
SHOP000062,8,93.3,0
SHOP000062,9,100.3,0
SHOP000062,10,95.8,0
SHOP000062,11,104.3,0
SHOP000062,12,109.8,0
SHOP000063,1,66.3,0
SHOP000063,2,61.8,0
SHOP000063,3,68.4,0
SHOP000063,4,72.2,0
SHOP000063,5,69.7,0
SHOP000063,6,81.0,0
SHOP000063,7,80.7,0
SHOP000063,8,79.2,0
SHOP000063,9,86.9,0
SHOP000063,10,85.5,0
SHOP000063,11,88.7,0
SHOP000063,12,89.3,0
SHOP000064,1,53.8,0
SHOP000064,2,59.7,0
SHOP000064,3,53.8,0
SHOP000064,4,49.2,0
SHOP000064,5,55.7,0
SHOP000064,6,57.9,0
SHOP000064,7,59.6,0
SHOP000064,8,59.9,0
SHOP000064,9,65.7,0
SHOP000064,10,61.5,0
SHOP000064,11,61.9,0
SHOP000064,12,65.2,0
SHOP000065,1,55.0,1
SHOP000065,2,51.0,1
SHOP000065,3,52.3,1
SHOP000065,4,42.6,1
SHOP000065,5,44.8,1
SHOP000065,6,44.3,1
SHOP000065,7,38.7,1
SHOP000065,8,30.8,1
SHOP000065,9,32.7,1
SHOP000065,10,32.6,1
SHOP000065,11,28.3,1
SHOP000065,12,21.5,1
SHOP000066,1,77.9,0
SHOP000066,2,89.9,0
SHOP000066,3,84.8,0
SHOP000066,4,85.3,0
SHOP000066,5,93.4,0
SHOP000066,6,98.3,0
SHOP000066,7,97.5,0
SHOP000066,8,108.4,0
SHOP000066,9,113.4,0
SHOP000066,10,110.3,0
SHOP000066,11,116.8,0
SHOP000066,12,119.2,0
SHOP000067,1,48.5,0
SHOP000067,2,51.2,0
SHOP000067,3,56.4,0
SHOP000067,4,57.9,0
SHOP000067,5,60.8,0
SHOP000067,6,65.2,0
SHOP000067,7,69.3,0
SHOP000067,8,73.7,0
SHOP000067,9,78.9,0
SHOP000067,10,78.8,0
SHOP000067,11,83.7,0
SHOP000067,12,86.5,0
SHOP000068,1,51.8,0
SHOP000068,2,57.5,0
SHOP000068,3,58.9,0
SHOP000068,4,68.1,0
SHOP000068,5,73.2,0
SHOP000068,6,74.4,0
SHOP000068,7,83.7,0
SHOP000068,8,75.6,0
SHOP000068,9,83.8,0
SHOP000068,10,91.9,0
SHOP000068,11,89.2,0
SHOP000068,12,97.4,0
SHOP000069,1,58.4,0
SHOP000069,2,64.0,0
SHOP000069,3,67.7,0
SHOP000069,4,63.1,0
SHOP000069,5,66.4,0
SHOP000069,6,74.6,0
SHOP000069,7,72.7,0
SHOP000069,8,84.9,0
SHOP000069,9,81.8,0
SHOP000069,10,85.8,0
SHOP000069,11,87.5,0
SHOP000069,12,89.9,0
SHOP000070,1,49.3,1
SHOP000070,2,41.3,1
SHOP000070,3,44.5,1
SHOP000070,4,47.1,1
SHOP000070,5,45.8,1
SHOP000070,6,47.4,1
SHOP000070,7,43.6,1
SHOP000070,8,41.1,1
SHOP000070,9,40.4,1
SHOP000070,10,40.9,1
SHOP000070,11,40.7,1
SHOP000070,12,36.3,1
SHOP000071,1,56.6,0
SHOP000071,2,59.6,0
SHOP000071,3,66.2,0
SHOP000071,4,65.2,0
SHOP000071,5,73.1,0
SHOP000071,6,78.7,0
SHOP000071,7,78.8,0
SHOP000071,8,82.3,0
SHOP000071,9,83.1,0
SHOP000071,10,89.0,0
SHOP000071,11,91.9,0
SHOP000071,12,100.6,0
SHOP000072,1,59.1,0
SHOP000072,2,58.5,0
SHOP000072,3,63.3,0
SHOP000072,4,63.5,0
SHOP000072,5,68.7,0
SHOP000072,6,69.9,0
SHOP000072,7,77.2,0
SHOP000072,8,76.9,0
SHOP000072,9,74.9,0
SHOP000072,10,80.6,0
SHOP000072,11,81.2,0
SHOP000072,12,89.5,0
SHOP000073,1,63.2,0
SHOP000073,2,64.8,0
SHOP000073,3,71.5,0
SHOP000073,4,73.1,0
SHOP000073,5,81.4,0
SHOP000073,6,80.9,0
SHOP000073,7,86.9,0
SHOP000073,8,87.5,0
SHOP000073,9,95.7,0
SHOP000073,10,92.8,0
SHOP000073,11,98.3,0
SHOP000073,12,104.5,0
SHOP000074,1,66.4,0
SHOP000074,2,73.4,0
SHOP000074,3,78.5,0
SHOP000074,4,78.0,0
SHOP000074,5,79.4,0
SHOP000074,6,75.8,0
SHOP000074,7,81.6,0
SHOP000074,8,84.1,0
SHOP000074,9,85.0,0
SHOP000074,10,87.0,0
SHOP000074,11,90.1,0
SHOP000074,12,82.3,0
SHOP000075,1,35.2,1
SHOP000075,2,30.0,1
SHOP000075,3,23.3,1
SHOP000075,4,28.4,1
SHOP000075,5,19.1,1
SHOP000075,6,16.6,1
SHOP000075,7,15.0,1
SHOP000075,8,14.8,1
SHOP000075,9,4.4,1
SHOP000075,10,1.4,1
SHOP000075,11,0.0,1
SHOP000075,12,0.0,1
SHOP000076,1,49.9,0
SHOP000076,2,51.5,0
SHOP000076,3,56.0,0
SHOP000076,4,56.7,0
SHOP000076,5,62.1,0
SHOP000076,6,58.4,0
SHOP000076,7,67.8,0
SHOP000076,8,65.2,0
SHOP000076,9,68.5,0
SHOP000076,10,71.4,0
SHOP000076,11,80.6,0
SHOP000076,12,75.6,0
SHOP000077,1,62.8,0
SHOP000077,2,63.7,0
SHOP000077,3,66.3,0
SHOP000077,4,69.9,0
SHOP000077,5,80.2,0
SHOP000077,6,78.2,0
